DisplayName,Types,Latitude,Longitude,Rating,UserRatingCount,FormattedAddress,WebsiteUri,InternationalPhoneNumber,PriceLevel,EditorialSummary,OpenNow,WeekdayDescriptions
National Museum of Natural History,"['museum', 'point_of_interest', 'establishment']",48.8417009,2.3560168999999997,4.5,6905.0,"57 Rue Cuvier, 75005 Paris, France",https://www.mnhn.fr/,+33 1 40 79 56 01,,"Centuries-old institution housing rare plant & animal life, dinosaur skeletons & tropical hothouses.",True,"['Monday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: Closed', 'Wednesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20096:00\u202fPM']"
Arab World Institute,"['cultural_center', 'library', 'book_store', 'tourist_attraction', 'movie_theater', 'event_venue', 'museum', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.848925699999995,2.3572313,4.2,2313.0,"1 Rue des Fossés Saint-Bernard, 75005 Paris, France",http://www.imarabe.org/,+33 1 40 51 38 38,,"Striking, 10-story building with latticed windows, housing Islamic cultural exhibitions, plus cafe.",True,"['Monday: Closed', 'Tuesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20097:00\u202fPM']"
Musée des Arts Décoratifs,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",48.863114599999996,2.3334945,4.5,8644.0,"107 Rue de Rivoli, 75001 Paris, France",https://madparis.fr/,+33 1 44 55 57 50,,"Imposing museum with ornate ceramics, crystal and fine furniture, from Middle ages to present day.",True,"['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20096:00\u202fPM']"
Conciergerie,"['museum', 'monument', 'tourist_attraction', 'point_of_interest', 'establishment']",48.8560114,2.3454953,4.4,10437.0,"2 Bd du Palais, 75001 Paris, France",https://www.paris-conciergerie.fr/,+33 1 53 40 60 80,,"Gothic, riverside fortress & French Revolution prison, housing Marie Antoinette's former cell.",True,"['Monday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 9:30\u202fAM\u2009–\u20096:00\u202fPM']"
Musée de l'Illusion Paris,"['museum', 'point_of_interest', 'establishment']",48.8633031,2.3500456,4.1,19495.0,"98 Rue St Denis, 75001 Paris, France",http://museedelillusion.fr/,+33 9 73 67 01 27,,"Interactive galleries using mirrors, tricks of perspective & optical effects to amuse & disorient.",True,"['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20099:00\u202fPM']"
Musée de Cluny,"['museum', 'point_of_interest', 'establishment']",48.8504833,2.3440808,4.4,6529.0,"28 Rue du Sommerard, 75005 Paris, France",https://www.musee-moyenage.fr/,+33 1 53 73 78 00,,"Turreted Gothic mansion housing vast collection of medieval arts, crafts & tapestries.",True,"['Monday: Closed', 'Tuesday: 9:30\u202fAM\u2009–\u20095:45\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20095:45\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20095:45\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20095:45\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20095:45\u202fPM', 'Sunday: 9:30\u202fAM\u2009–\u20095:45\u202fPM']"
Hôtel de la Marine,"['cultural_landmark', 'tourist_attraction', 'museum', 'point_of_interest', 'establishment']",48.866817499999996,2.3229036,4.7,4860.0,"2 Pl. de la Concorde, 75008 Paris, France",http://www.hotel-de-la-marine.paris/,,,Elaborately detailed office of the French Naval Staff that epitomizes the city's visual aesthetic.,True,"['Monday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20097:00\u202fPM']"
The Army Museum,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",48.855793299999995,2.3125934,4.6,26121.0,"129 Rue de Grenelle, 75007 Paris, France",https://www.musee-armee.fr/votre-visite/les-espaces-du-musee/lhotel-national-des-invalides.html,+33 1 44 42 38 77,,"Collections of weapons and uniforms tracing French military conflicts, plus Napoleon's tomb.",True,"['Monday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20096:00\u202fPM']"
Caveau de la Huchette,"['night_club', 'bar', 'event_venue', 'point_of_interest', 'establishment']",48.8527634,2.3462818,4.4,3139.0,"5 Rue de la Huchette, 75005 Paris, France",http://www.caveaudelahuchette.fr/,+33 1 43 26 65 05,PRICE_LEVEL_MODERATE,"Famed, compact basement jazz club with a midcentury vibe, with drinks & regular live music sessions.",False,"['Monday: 9:00\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 9:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 9:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 9:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 9:00\u202fPM\u2009–\u20094:00\u202fAM', 'Saturday: 9:00\u202fPM\u2009–\u20094:00\u202fAM', 'Sunday: 9:00\u202fPM\u2009–\u20092:00\u202fAM']"
Eataly,"['italian_restaurant', 'diner', 'catering_service', 'pizza_restaurant', 'food_delivery', 'market', 'grocery_store', 'bar', 'food_store', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",48.8585827,2.3546289,4.4,18806.0,"37 Rue Sainte-Croix de la Bretonnerie, 75004 Paris, France",https://eataly.fr/,+33 1 83 65 81 00,PRICE_LEVEL_EXPENSIVE,"Food center with Italian restaurants, cooking classes & a store selling cheeses, meats & wine.",True,"['Monday: 10:00\u202fAM\u2009–\u200910:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u200910:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200910:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200910:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200910:30\u202fPM']"
Rosa Bonheur sur Seine,"['bar', 'brunch_restaurant', 'pizza_restaurant', 'wine_bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.863343199999996,2.3155056,4.0,6998.0,"2 Port des Invalides, 75007 Paris, France",https://www.rosabonheur.fr/rosa-seine,+33 1 47 53 66 92,PRICE_LEVEL_MODERATE,,True,"['Monday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u200912:30\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u20091:30\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u20091:30\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u20091:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u200912:30\u202fAM']"
Le Comptoir Général,"['restaurant', 'brunch_restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']",48.872424099999996,2.3649709,4.2,5802.0,"84 Quai de Jemmapes, 75010 Paris, France",http://www.lecomptoirgeneral.com/,+33 1 44 88 24 48,PRICE_LEVEL_MODERATE,"Serene choice with a rustic-chic vibe & a leafy terrace serving classic fish dishes, plus cocktails.",False,"['Monday: Closed', 'Tuesday: 6:00\u202fPM\u2009–\u20091:00\u202fAM', 'Wednesday: 6:00\u202fPM\u2009–\u20091:00\u202fAM', 'Thursday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 3:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u200911:00\u202fPM']"
La Coupole,"['french_restaurant', 'cafe', 'seafood_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8422546,2.3279506,4.4,13735.0,"102 Bd du Montparnasse, 75014 Paris, France",https://www.lacoupole-paris.com//?utm_source=Google&utm_medium=GMB&utm_campaign=COU&y_source=1_MTE2NjUxODQtNzE1LWxvY2F0aW9uLndlYnNpdGU=,+33 1 43 20 14 20,PRICE_LEVEL_EXPENSIVE,Refined restaurant with art deco features offering creative French & seasonal cuisine.,True,"['Monday: 8:30\u202fAM\u2009–\u200911:30\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 8:30\u202fAM\u2009–\u200911:30\u202fPM']"
Bistrot Victoires,"['cafe', 'french_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8655271,2.3403585,4.4,6122.0,"6 Rue de la Vrillière, 75001 Paris, France",http://www.paris-bistro.com/choisir/paris1/bistrot-des-victoires,+33 1 42 61 43 78,PRICE_LEVEL_INEXPENSIVE,"Duck confit, escargot & classic bistro fare in vintage, mirror-lined interiors or on a terrace.",True,"['Monday: 12:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u200911:00\u202fPM']"
Loulou,"['italian_restaurant', 'french_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.863055599999996,2.3333333,4.1,3365.0,"107 Rue de Rivoli, 75001 Paris, France",http://loulou-paris.com/,+33 1 42 60 41 96,PRICE_LEVEL_EXPENSIVE,Elegant restaurant within the Musée des Arts Décoratifs serving Italian & French cuisine.,False,"['Monday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Sunday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM']"
"Hôtel de Crillon, A Rosewood Hotel","['hotel', 'wedding_venue', 'spa', 'french_restaurant', 'lodging', 'bar', 'restaurant', 'food', 'event_venue', 'point_of_interest', 'establishment']",48.8672703,2.3210916,4.7,3267.0,"10 Pl. de la Concorde, 75008 Paris, France",https://www.rosewoodhotels.com/fr/hotel-de-crillon,+33 1 44 71 15 00,PRICE_LEVEL_VERY_EXPENSIVE,"Elegant lodging featuring 3 restaurants & an opulent bar, plus an indoor pool & a spa.",,[]
Le Bristol Paris,"['hotel', 'spa', 'french_restaurant', 'lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.871686399999994,2.3147995999999997,4.7,3059.0,"112 Rue du Faubourg Saint-Honoré, 75008 Paris, France",https://www.oetkercollection.com/fr/hotels/le-bristol-paris/?utm_source=google&utm_medium=organic&utm_campaign=google_local_le_bristol_paris,+33 1 53 43 43 00,,"Regal 1925 hotel offering plush rooms & suites, plus acclaimed restaurants, a spa & an indoor pool.",True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
Maslow 1er,"['vegetarian_restaurant', 'vegan_restaurant', 'brunch_restaurant', 'catering_service', 'coffee_shop', 'breakfast_restaurant', 'food_delivery', 'cafe', 'bar', 'food_store', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",48.8581186,2.3443324999999997,4.9,11941.0,"14 Quai de la Mégisserie, 75001 Paris, France",https://maslow-restaurants.com/,,PRICE_LEVEL_MODERATE,,True,"['Monday: 12:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u200911:00\u202fPM', 'Sunday: 11:15\u202fAM\u2009–\u20099:00\u202fPM']"
Jungle Palace Restaurant - Ephemera,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",48.874801399999996,2.3566499999999997,4.8,15329.0,"12 Rue de la Fidélité, 75010 Paris, France",https://www.ephemera-group.com/jungle-palace-ephemera,,PRICE_LEVEL_MODERATE,,False,"['Monday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Saturday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Sunday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:30\u202fPM']"
Le Paname Art Café,"['restaurant', 'comedy_club', 'performing_arts_theater', 'bar', 'food', 'event_venue', 'point_of_interest', 'establishment']",48.868333299999996,2.37,4.5,4896.0,"14 Rue de la Fontaine au Roi, 75011 Paris, France",https://www.panameartcafe.com/,+33 1 48 06 31 27,PRICE_LEVEL_MODERATE,"Unique restaurant & comedy club serving seasonal French & Mediterranean fare, plus cocktails & wine.",True,"['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u20092:00\u202fAM']"
GRUPPOMIMO - Paris 2,"['italian_restaurant', 'pizza_restaurant', 'meal_delivery', 'food_delivery', 'bar', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.870732499999995,2.3426686,4.7,13836.0,"157 Rue Montmartre, 75002 Paris, France",https://www.gruppomimo.com/nos-restaurants,,PRICE_LEVEL_MODERATE,,True,"['Monday: 12:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u200911:30\u202fPM', 'Saturday: 12:00\u2009–\u200911:30\u202fPM', 'Sunday: 12:00\u2009–\u200911:00\u202fPM']"
Perruche,"['mediterranean_restaurant', 'night_club', 'french_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.874016399999995,2.327851,4.2,3513.0,"Printemps De L'Homme, 2 Rue du Havre 9ème étage, 75009 Paris, France",https://perruche-restaurant.com/?utm_source=Yext&utm_medium=GMB&y_source=1_MjU3NjI3ODgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+33 1 40 34 01 23,PRICE_LEVEL_VERY_EXPENSIVE,Rooftop restaurant in the Printemps Haussmann department store serving classic Provencal cuisine.,False,"['Monday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 12:30\u2009–\u20094:00\u202fPM, 7:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 12:30\u2009–\u20094:00\u202fPM, 7:00\u202fPM\u2009–\u20092:00\u202fAM']"
Arkose Strasbourg Saint Denis,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.871970999999995,2.351498,4.5,639.0,"21 Rue d'Enghien, 75010 Paris, France",https://arkose.com/strasbourg-st-denis,+33 1 77 37 91 00,,,True,"['Monday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u200912:00\u202fAM']"
Au Bourguignon du Marais,"['french_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.855441299999995,2.3575828,4.6,3343.0,"52 Rue François Miron, 75004 Paris, France",http://aubourguignondumarais.fr/?utm_source=gmb,+33 1 48 87 15 40,PRICE_LEVEL_MODERATE,"Escargot, beef bourguignon & other traditional Burgundy cuisine in a polished restaurant.",True,"['Monday: 12:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u200911:30\u202fPM', 'Saturday: 12:00\u2009–\u200911:30\u202fPM', 'Sunday: 12:00\u2009–\u200911:00\u202fPM']"
Sevenly Heart,"['wine_bar', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']",48.861432799999996,2.35831,4.1,761.0,"55 Rue des Archives, 75003 Paris, France",http://sevenlyheart.shop/,+33 1 43 31 75 08,,,True,"['Monday: 9:30\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u200911:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u200911:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200911:00\u202fPM']"
Fellows - Restaurant Paris 10,"['restaurant', 'vegan_restaurant', 'coffee_shop', 'vegetarian_restaurant', 'cafe', 'bar', 'food_store', 'meal_takeaway', 'fast_food_restaurant', 'food', 'point_of_interest', 'store', 'establishment']",48.873831599999995,2.3551827999999997,4.8,4046.0,"84 Rue du Faubourg Saint-Denis, 75010 Paris, France",https://www.fellows-restaurants.com/,,,,False,"['Monday: 12:00\u2009–\u20093:00\u202fPM, 6:45\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 6:45\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 6:45\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 6:45\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 6:45\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u200911:00\u202fPM']"
Buddha-Bar,"['asian_restaurant', 'night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8680234,2.3214448,4.0,5652.0,"8 Rue Boissy d'Anglas 8-12, 75008 Paris, France",http://www.buddhabar.com/,+33 1 53 05 90 00,PRICE_LEVEL_VERY_EXPENSIVE,Asian-fusion cuisine served in a vast restaurant featuring dramatic decor & a 4m-tall Buddha statue.,False,"['Monday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u20094:00\u202fPM, 6:00\u202fPM\u2009–\u20092:00\u202fAM']"
Harry's New York Bar,"['bar', 'point_of_interest', 'establishment']",48.8692018,2.3320688,4.5,2637.0,"5 Rue Daunou, 75002 Paris, France",https://www.harrysbar.com/,+33 1 42 61 71 14,PRICE_LEVEL_EXPENSIVE,"Classic, bespoke & Cuban-style cocktails in a chic, wood-lined space with a piano bar in the cellar.",True,"['Monday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 5:00\u202fPM\u2009–\u20091:00\u202fAM']"
Cédric Grolet,"['bakery', 'dessert_shop', 'confectionery', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",48.867852199999994,2.3332981999999998,3.4,7389.0,"35 Av. de l'Opéra, 75002 Paris, France",https://cedric-grolet.com/,+33 1 83 95 21 02,PRICE_LEVEL_VERY_EXPENSIVE,"High-concept cakes & pastries crafted in a chic, acclaimed bakery launched by Cedric Grolet.",True,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20096:00\u202fPM']"
